query_id	jaccard	bge_m3_hybrid	bm25	e5	e5_hybrid	source	half
6541	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6542	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6543	0.8	1.0	1.0	1.0	1.0	real_295	superior
6544	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6545	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
6546	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6547	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6548	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6549	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6550	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6551	0.8095238095238095	1.0	1.0	0.333333	0.5	real_295	superior
6552	0.2	1.0	1.0	1.0	1.0	real_295	inferior
6553	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6554	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6555	0.8333333333333334	1.0	1.0	1.0	1.0	real_295	superior
6556	0.8620689655172413	1.0	1.0	1.0	1.0	real_295	superior
6557	0.8260869565217391	1.0	1.0	1.0	1.0	real_295	superior
6558	0.797979797979798	1.0	1.0	1.0	1.0	real_295	superior
6559	0.6666666666666666	1.0	1.0	1.0	1.0	real_295	inferior
6560	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6561	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6562	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6563	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6564	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6565	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6566	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6567	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6568	0.8260869565217391	1.0	1.0	1.0	1.0	real_295	superior
6569	0.4285714285714285	1.0	1.0	1.0	1.0	real_295	inferior
6570	0.8571428571428571	1.0	1.0	1.0	1.0	real_295	superior
6571	0.8620689655172413	1.0	1.0	0.5	1.0	real_295	superior
6572	0.7592857142857143	0.625	0.642857	0.642857	0.625	real_295	superior
6573	0.8918918918918919	1.0	1.0	0.333333	0.5	real_295	superior
6574	0.8918918918918919	1.0	1.0	0.333333	0.5	real_295	superior
6575	0.7708333333333333	0.257576	0.238095	0.309524	0.257576	real_295	superior
6576	0.875	1.0	1.0	1.0	1.0	real_295	superior
6577	0.8709677419354839	1.0	1.0	0.5	1.0	real_295	superior
6578	0.875	1.0	1.0	0.2	0.5	real_295	superior
6579	0.8078149920255183	0.6	0.642857	0.238095	0.6	real_295	superior
6580	0.84	0.5	0.5	0.5	0.5	real_295	superior
6581	0.8461538461538461	0.5	0.5	0.5	0.5	real_295	superior
6582	0.7645811240721102	0.591667	0.633333	0.277778	0.466667	real_295	superior
6583	0.7771415105455403	0.566667	0.633333	0.194444	0.338828	real_295	superior
6584	0.7990455991516437	0.611111	0.7	0.305556	0.611111	real_295	superior
6585	0.5555555555555556	1.0	1.0	1.0	1.0	real_295	inferior
6586	0.8823529411764706	0.5	0.5	0.5	0.5	real_295	superior
6587	0.8888888888888888	0.5	0.5	1.0	0.5	real_295	superior
6588	0.84	0.5	0.5	1.0	0.5	real_295	superior
6589	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6590	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6591	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6592	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6593	0.7894736842105263	1.0	1.0	0.333333	0.5	real_295	superior
6594	0.7894736842105263	1.0	1.0	0.333333	1.0	real_295	superior
6595	0.6	1.0	1.0	1.0	1.0	real_295	inferior
6596	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6597	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6598	0.8	1.0	1.0	1.0	1.0	real_295	superior
6599	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6600	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6601	0.4285714285714285	1.0	1.0	1.0	1.0	real_295	inferior
6602	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6603	0.5	1.0	1.0	0.5	1.0	real_295	inferior
6604	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6605	0.6826434277414669	1.0	1.0	1.0	1.0	real_295	inferior
6606	0.672160243407708	1.0	1.0	1.0	1.0	real_295	inferior
6607	0.7145061728395062	1.0	1.0	1.0	1.0	real_295	inferior
6608	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6609	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6610	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6611	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6612	0.8181818181818182	1.0	1.0	0.5	1.0	real_295	superior
6613	0.7894736842105263	1.0	1.0	0.5	1.0	real_295	superior
6614	0.8181818181818182	1.0	1.0	0.5	1.0	real_295	superior
6615	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
6616	0.75	0.5	0.5	0.333333	0.5	real_295	inferior
6617	0.7777777777777778	0.5	0.5	0.5	0.5	real_295	superior
6618	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6619	0.2	1.0	1.0	1.0	1.0	real_295	inferior
6620	0.5555555555555556	1.0	1.0	1.0	1.0	real_295	inferior
6621	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6622	0.4285714285714285	0.5	0.5	0.5	0.5	real_295	inferior
6623	0.5555555555555556	1.0	1.0	1.0	1.0	real_295	inferior
6624	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6625	0.4285714285714285	1.0	1.0	1.0	1.0	real_295	inferior
6626	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6627	0.6666666666666666	1.0	1.0	1.0	1.0	real_295	inferior
6628	0.8974358974358975	1.0	1.0	1.0	1.0	real_295	superior
6629	0.902439024390244	1.0	1.0	1.0	1.0	real_295	superior
6630	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6631	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6632	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6633	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6634	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6635	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6636	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6637	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6638	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6639	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6640	0.8	1.0	1.0	1.0	1.0	real_295	superior
6641	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6642	0.8181818181818182	0.5	1.0	0.333333	0.5	real_295	superior
6643	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6644	0.8095238095238095	0.5	0.5	0.333333	0.5	real_295	superior
6645	0.8095238095238095	0.5	0.5	0.333333	0.5	real_295	superior
6646	0.7894736842105263	0.166667	0.5	0.1	0.166667	real_295	superior
6647	0.8	1.0	1.0	1.0	1.0	real_295	superior
6648	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6649	0.8	1.0	1.0	1.0	1.0	real_295	superior
6650	0.8620689655172413	0.5	0.5	0.5	0.5	real_295	superior
6651	0.8620689655172413	0.5	0.5	0.333333	0.5	real_295	superior
6652	0.8620689655172413	0.5	0.5	0.333333	0.5	real_295	superior
6653	0.8620689655172413	0.5	0.5	0.333333	0.5	real_295	superior
6654	0.5555555555555556	1.0	1.0	1.0	1.0	real_295	inferior
6694	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6695	0.6666666666666666	1.0	1.0	1.0	1.0	real_295	inferior
6696	0.7683982683982684	1.0	1.0	1.0	1.0	real_295	superior
6697	0.7683982683982684	1.0	1.0	1.0	1.0	real_295	superior
6698	0.875	1.0	1.0	1.0	1.0	real_295	superior
6699	0.875	1.0	1.0	0.083333	0.2	real_295	superior
6700	0.875	1.0	1.0	0.071429	0.2	real_295	superior
6701	0.8198529411764706	0.291667	0.666667	0.196429	0.291667	real_295	superior
6702	0.875	0.5	1.0	0.2	0.333333	real_295	superior
6703	0.6507936507936508	1.0	1.0	1.0	1.0	real_295	inferior
6704	0.6507936507936508	1.0	1.0	1.0	1.0	real_295	inferior
6705	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6713	0.8666666666666667	1.0	1.0	1.0	1.0	real_295	superior
6825	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6826	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6827	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6828	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6829	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6830	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6831	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6832	0.6666666666666666	1.0	1.0	1.0	1.0	real_295	inferior
6908	0.2142857142857142	0.333333	0.5	0.1	0.166667	real_295	inferior
6910	0.2142857142857142	0.333333	0.5	0.1	0.166667	real_295	inferior
6912	0.2142857142857142	0.333333	0.5	0.1	0.166667	real_295	inferior
7062	0.8846153846153846	0.5	0.5	1.0	0.5	real_295	superior
7074	0.8846153846153846	0.5	0.5	1.0	0.5	real_295	superior
7796	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
7797	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
7798	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
7799	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
7800	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
7804	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
7805	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
7806	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
7807	0.8	1.0	1.0	0.5	1.0	real_295	superior
7808	0.8	1.0	1.0	0.5	1.0	real_295	superior
7809	0.5681818181818181	0.833333	0.833333	0.833333	0.833333	real_295	inferior
7810	0.5681818181818181	0.833333	0.833333	0.833333	0.833333	real_295	inferior
7811	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
7812	0.84	1.0	1.0	1.0	1.0	real_295	superior
7813	0.84	1.0	1.0	1.0	1.0	real_295	superior
7814	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
7815	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
7816	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
7817	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
7818	0.7333333333333333	1.0	1.0	0.333333	1.0	real_295	inferior
7819	0.7142857142857143	1.0	1.0	1.0	1.0	real_295	inferior
7820	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
7821	0.75	1.0	1.0	0.333333	1.0	real_295	inferior
7822	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
7823	0.8333333333333334	1.0	1.0	1.0	1.0	real_295	superior
7824	0.75	1.0	1.0	1.0	1.0	real_295	inferior
7825	0.8	1.0	1.0	1.0	1.0	real_295	superior
7826	0.7647058823529411	1.0	1.0	0.5	1.0	real_295	superior
7939	0.6006191950464397	0.583333	0.571429	0.590909	0.576923	real_295	inferior
7940	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
7941	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
7942	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
7943	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
7944	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
8068	0.6875	0.5	1.0	1.0	1.0	real_295	inferior
8179	0.0769230769230769	0.166667	0.04	0.018519	0.25	real_295	inferior
8180	0.074074074074074	0.125	0.066667	0.0	0.032258	real_295	inferior
8252	0.238095238095238	1.0	1.0	1.0	1.0	real_295	inferior
8461	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
8615	0.7	1.0	1.0	1.0	1.0	real_295	inferior
8617	0.75	1.0	1.0	1.0	1.0	real_295	inferior
8618	0.7	1.0	1.0	1.0	1.0	real_295	inferior
8619	0.7	1.0	1.0	1.0	1.0	real_295	inferior
8620	0.7	1.0	1.0	1.0	1.0	real_295	inferior
9151	0.2	1.0	1.0	1.0	1.0	real_295	inferior
9362	0.375	0.5	0.5	0.2	0.5	real_295	inferior
9758	0.1607142857142857	1.0	1.0	0.125	0.333333	real_295	inferior
10240	0.3	1.0	1.0	1.0	1.0	real_295	inferior
10242	0.1111111111111111	1.0	1.0	1.0	1.0	real_295	inferior
10799	0.238095238095238	1.0	1.0	1.0	1.0	real_295	inferior
11214	0.1578947368421052	1.0	1.0	1.0	1.0	real_295	inferior
11225	0.1041666666666666	1.0	1.0	0.166667	1.0	real_295	inferior
11269	0.5555555555555556	1.0	1.0	1.0	1.0	real_295	inferior
11361	0.75	1.0	1.0	1.0	1.0	real_295	inferior
11414	0.3125	1.0	1.0	1.0	1.0	real_295	inferior
11478	0.4	0.5	0.5	0.333333	0.5	real_295	inferior
11703	0.3809523809523809	1.0	1.0	1.0	1.0	real_295	inferior
11726	0.1363636363636363	1.0	1.0	1.0	1.0	real_295	inferior
11767	0.7878787878787878	0.5	0.5	0.076923	0.142857	real_295	superior
11828	0.7	1.0	0.5	1.0	0.5	real_295	inferior
11872	0.1147540983606557	0.083333	1.0	0.142857	0.5	real_295	inferior
11873	0.1111111111111111	0.0625	0.333333	0.052632	0.166667	real_295	inferior
11874	0.0967741935483871	0.058824	0.2	0.083333	0.2	real_295	inferior
11922	0.5217391304347826	1.0	1.0	1.0	1.0	real_295	inferior
12299	0.5	1.0	1.0	1.0	1.0	real_295	inferior
12567	0.2222222222222222	0.2	0.041667	1.0	0.25	real_295	inferior
12639	0.0707070707070707	1.0	1.0	0.5	1.0	real_295	inferior
12644	0.1385507246376811	1.0	1.0	1.0	1.0	real_295	inferior
12694	0.1111111111111111	1.0	1.0	1.0	1.0	real_295	inferior
12740	0.55	1.0	1.0	1.0	1.0	real_295	inferior
12741	0.55	1.0	1.0	1.0	1.0	real_295	inferior
12811	0.12508858965272854	0.833333	0.583333	1.0	0.833333	real_295	inferior
12852	0.0625	0.166667	0.142857	1.0	0.5	real_295	inferior
12886	0.2727272727272727	1.0	1.0	0.125	1.0	real_295	inferior
13379	0.1794871794871795	1.0	1.0	1.0	1.0	real_295	inferior
13380	0.3333333333333333	1.0	0.5	1.0	0.5	real_295	inferior
13500	0.7142857142857143	1.0	1.0	1.0	1.0	real_295	inferior
13744	0.3333333333333333	1.0	1.0	0.166667	1.0	real_295	inferior
13798	0.25	1.0	1.0	1.0	1.0	real_295	inferior
13899	0.3333333333333333	1.0	1.0	0.166667	1.0	real_295	inferior
13953	0.25	1.0	1.0	1.0	1.0	real_295	inferior
14195	0.1111111111111111	0.5	1.0	1.0	1.0	real_295	inferior
14452	0.325	0.291667	0.416667	0.196429	0.266667	real_295	inferior
14547	0.4736842105263157	1.0	1.0	0.5	1.0	real_295	inferior
14589	0.4736842105263157	1.0	1.0	1.0	1.0	real_295	inferior
14792	0.8518518518518519	1.0	1.0	0.5	1.0	real_295	superior
14793	0.8518518518518519	1.0	1.0	0.5	1.0	real_295	superior
15048	0.8518518518518519	1.0	1.0	0.25	0.5	real_295	superior
15058	0.16	0.333333	0.333333	0.333333	0.333333	real_295	inferior
15501	0.65	0.5	0.5	1.0	0.5	real_295	inferior
15551	0.3076923076923077	1.0	1.0	1.0	1.0	real_295	inferior
15552	0.1428571428571428	1.0	1.0	1.0	1.0	real_295	inferior
15653	0.6366666666666666	0.642857	0.642857	0.7	0.7	real_295	inferior
15983	0.2631578947368421	1.0	1.0	1.0	1.0	real_295	inferior
16554	0.3774193548387097	0.225	0.375	0.291667	0.333333	real_295	inferior
16560	0.2758620689655172	0.5	0.5	0.111111	0.25	real_295	inferior
16647	0.3333333333333333	1.0	1.0	0.166667	1.0	real_295	inferior
16677	0.9090909090909092	1.0	1.0	1.0	1.0	real_295	superior
16700	0.4166666666666667	1.0	1.0	0.5	1.0	real_295	inferior
16718	0.5	1.0	1.0	1.0	1.0	real_295	inferior
16719	0.3902439024390244	1.0	1.0	1.0	1.0	real_295	inferior
16756	0.2857142857142857	0.333333	0.5	0.125	0.25	real_295	inferior
17084	0.1904761904761904	1.0	1.0	1.0	1.0	real_295	inferior
17146	0.0	1.0	0.5	1.0	1.0	real_295	inferior
17644	0.1578947368421052	1.0	0.333333	0.333333	0.333333	real_295	inferior
17653	0.15	0.5	0.333333	0.071429	0.166667	real_295	inferior
17672	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
17673	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
17691	0.1818181818181818	0.142857	0.125	0.5	0.333333	real_295	inferior
18044	0.0833333333333333	0.25	0.5	0.058824	0.5	real_295	inferior
18185	0.0833333333333333	0.25	0.5	0.058824	0.5	real_295	inferior
18329	0.0833333333333333	0.25	0.5	0.058824	0.5	real_295	inferior
18476	0.2	1.0	1.0	1.0	1.0	real_295	inferior
18956	0.0769230769230769	0.0625	0.0	0.029412	0.014286	real_295	inferior
19895	0.3333333333333333	1.0	1.0	0.125	0.5	real_295	inferior
19971	0.2361111111111111	1.0	0.242857	0.583333	1.0	real_295	inferior
20212	0.16	1.0	0.5	0.333333	0.5	real_295	inferior
21117	0.5	1.0	1.0	1.0	1.0	real_295	inferior
21414	0.0909090909090909	0.125	0.013158	0.0	0.0	real_295	inferior
21415	0.0909090909090909	0.125	0.0125	0.0	0.0	real_295	inferior
21562	0.8	1.0	1.0	1.0	1.0	real_295	superior
21733	0.3846153846153846	0.5	0.333333	1.0	0.5	real_295	inferior
22510	0.2608695652173913	1.0	1.0	1.0	1.0	real_295	inferior
22530	0.1111111111111111	1.0	1.0	1.0	1.0	real_295	inferior
22964	0.2857142857142857	1.0	1.0	0.166667	1.0	real_295	inferior
23063	0.7777777777777778	0.5	0.5	0.125	0.2	real_295	superior
23234	0.5	1.0	1.0	0.5	1.0	real_295	inferior
23626	0.5652173913043478	1.0	1.0	1.0	1.0	real_295	inferior
23778	0.5517241379310345	0.333333	1.0	1.0	1.0	real_295	inferior
24285	0.16	1.0	1.0	1.0	1.0	real_295	inferior
24287	0.1538461538461538	1.0	1.0	1.0	1.0	real_295	inferior
24312	0.16	1.0	1.0	0.5	1.0	real_295	inferior
24316	0.1538461538461538	1.0	1.0	0.166667	1.0	real_295	inferior
24318	0.1538461538461538	1.0	1.0	1.0	1.0	real_295	inferior
24319	0.16	1.0	1.0	0.25	1.0	real_295	inferior
24321	0.16	1.0	0.5	1.0	1.0	real_295	inferior
24323	0.1538461538461538	1.0	1.0	1.0	1.0	real_295	inferior
24325	0.1538461538461538	1.0	1.0	0.333333	1.0	real_295	inferior
24326	0.1538461538461538	1.0	1.0	1.0	1.0	real_295	inferior
24343	0.1538461538461538	1.0	1.0	0.333333	1.0	real_295	inferior
24344	0.1538461538461538	1.0	1.0	1.0	1.0	real_295	inferior
25130	0.5769230769230769	1.0	1.0	1.0	1.0	real_295	inferior
25143	0.2777777777777778	1.0	1.0	1.0	1.0	real_295	inferior
25272	0.875	1.0	1.0	0.2	1.0	real_295	superior
25273	0.8181818181818182	0.5	0.5	0.083333	0.111111	real_295	superior
25486	0.0	1.0	1.0	0.5	1.0	real_295	inferior
25488	0.1111111111111111	0.5	1.0	1.0	1.0	real_295	inferior
27741	0.1111111111111111	0.076923	0.142857	0.045455	0.090909	real_295	inferior
27742	0.1176470588235294	0.142857	0.142857	0.090909	0.142857	real_295	inferior
28014	0.1428571428571428	1.0	0.5	1.0	0.5	real_295	inferior
28027	0.1904761904761904	1.0	1.0	1.0	1.0	real_295	inferior
28111	0.1875	0.142857	0.142857	0.25	0.2	real_295	inferior
28524	0.1875	0.142857	0.142857	0.25	0.2	real_295	inferior
28819	0.1875	0.142857	0.142857	0.25	0.2	real_295	inferior
29044	0.3888888888888889	1.0	1.0	1.0	1.0	real_295	inferior
29181	0.3888888888888889	1.0	1.0	1.0	1.0	real_295	inferior
29849	0.3888888888888889	1.0	1.0	1.0	1.0	real_295	inferior
30473	0.1052631578947368	0.333333	0.333333	0.0	0.047619	real_295	inferior
31369	0.25	1.0	1.0	1.0	1.0	real_295	inferior
31784	0.2083333333333333	0.5	0.5	0.5	0.5	real_295	inferior
31785	0.3043478260869565	0.25	0.2	0.333333	0.5	real_295	inferior
32180	0.1818181818181818	1.0	1.0	1.0	1.0	real_295	inferior
32184	0.4	1.0	1.0	1.0	1.0	real_295	inferior
32825	0.7727272727272727	1.0	1.0	1.0	1.0	real_295	superior
32830	0.625	1.0	1.0	1.0	1.0	real_295	inferior
32831	0.7727272727272727	1.0	1.0	1.0	1.0	real_295	superior
33592	0.1702127659574468	1.0	1.0	1.0	1.0	real_295	inferior
33596	0.1794871794871795	1.0	1.0	1.0	1.0	real_295	inferior
34158	0.3888888888888889	1.0	1.0	1.0	1.0	real_295	inferior
34521	0.2	1.0	1.0	0.5	1.0	real_295	inferior
34631	0.4166666666666667	1.0	1.0	1.0	1.0	real_295	inferior
34670	0.5217391304347826	0.5	0.5	0.5	0.5	real_295	inferior
34737	0.4545454545454545	1.0	1.0	0.5	1.0	real_295	inferior
34757	0.6666666666666666	0.5	0.5	0.333333	0.5	real_295	inferior
34799	0.7586206896551724	0.125	0.2	0.1	0.125	real_295	superior
34800	0.7586206896551724	0.142857	0.2	0.1	0.125	real_295	superior
34805	0.7586206896551724	0.125	0.166667	0.1	0.125	real_295	superior
34810	0.8518518518518519	0.5	1.0	0.25	0.5	real_295	superior
34811	0.8518518518518519	0.5	1.0	0.5	1.0	real_295	superior
34812	0.8518518518518519	0.5	1.0	0.2	0.5	real_295	superior
34835	0.7777777777777778	0.5	0.5	0.5	0.5	real_295	superior
34972	0.625	0.5	0.5	0.5	0.5	real_295	inferior
34973	0.6470588235294118	0.5	0.5	0.5	0.5	real_295	inferior
34976	0.75	0.5	0.5	0.5	0.5	real_295	inferior
34997	0.8461538461538461	0.5	0.5	0.5	0.5	real_295	superior
35019	0.8235294117647058	0.5	0.5	0.5	0.5	real_295	superior
35020	0.7777777777777778	0.5	0.5	0.5	0.5	real_295	superior
35140	0.7272727272727273	0.5	0.333333	0.5	0.333333	real_295	inferior
35143	0.8461538461538461	1.0	1.0	1.0	1.0	real_295	superior
35260	0.4	0.25	0.5	0.333333	0.5	real_295	inferior
35267	0.6666666666666666	1.0	1.0	1.0	1.0	real_295	inferior
35275	0.7727272727272727	1.0	1.0	1.0	1.0	real_295	superior
35276	0.782608695652174	1.0	1.0	1.0	1.0	real_295	superior
35294	0.5	0.5	1.0	0.333333	0.5	real_295	inferior
35304	0.5384615384615384	1.0	1.0	0.333333	0.5	real_295	inferior
35423	0.375	0.5	0.5	0.5	0.5	real_295	inferior
35436	0.6521739130434783	0.333333	0.333333	0.333333	0.333333	real_295	inferior
35561	0.7142857142857143	0.5	0.5	0.5	0.5	real_295	inferior
35612	0.3333333333333333	0.2	0.2	0.1	0.142857	real_295	inferior
35613	0.3846153846153846	0.25	0.142857	0.2	0.2	real_295	inferior
35614	0.4230769230769231	0.333333	0.25	0.25	0.25	real_295	inferior
35637	0.875	0.5	0.5	0.166667	0.25	real_295	superior
35638	1.0	1.0	1.0	1.0	1.0	real_295	superior
35639	0.9375	1.0	1.0	0.611111	0.666667	real_295	superior
35640	0.9375	0.833333	1.0	0.576923	0.75	real_295	superior
35641	0.875	0.5	0.5	0.1	0.166667	real_295	superior
35642	0.9375	1.0	1.0	0.571429	0.625	real_295	superior
35643	0.9375	1.0	1.0	0.552632	0.625	real_295	superior
35644	0.9375	1.0	1.0	0.576923	0.625	real_295	superior
35645	0.9375	1.0	1.0	0.611111	0.7	real_295	superior
35646	0.9375	1.0	1.0	0.6	1.0	real_295	superior
35647	0.9375	1.0	1.0	0.583333	0.625	real_295	superior
35648	0.9375	1.0	1.0	0.7	0.833333	real_295	superior
35649	0.7333333333333333	0.2	0.111111	0.125	0.111111	real_295	inferior
35650	0.896551724137931	0.666667	0.625	0.666667	0.625	real_295	superior
35651	0.896551724137931	0.642857	0.625	0.625	0.625	real_295	superior
35652	1.0	1.0	0.5	1.0	1.0	real_295	superior
35653	0.896551724137931	0.7	0.625	0.625	0.625	real_295	superior
35659	0.5333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
35660	0.5333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
35661	0.6	1.0	1.0	1.0	1.0	real_295	inferior
35662	0.5333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
35663	0.8125	0.5	0.25	1.0	0.5	real_295	superior
35677	1.0	1.0	1.0	1.0	1.0	real_295	superior
35678	1.0	1.0	1.0	1.0	1.0	real_295	superior
35679	0.8181818181818182	1.0	0.333333	1.0	1.0	real_295	superior
35680	0.8666666666666667	0.5	0.2	1.0	0.5	real_295	superior
35681	1.0	1.0	1.0	1.0	1.0	real_295	superior
35682	1.0	1.0	1.0	1.0	1.0	real_295	superior
35683	1.0	1.0	1.0	1.0	1.0	real_295	superior
35684	1.0	1.0	1.0	1.0	1.0	real_295	superior
35688	0.7333333333333333	0.5	0.5	0.5	0.5	real_295	inferior
35694	1.0	1.0	1.0	1.0	1.0	real_295	superior
35695	0.8571428571428571	1.0	1.0	1.0	1.0	real_295	superior
35696	0.8571428571428571	0.5	0.5	1.0	0.5	real_295	superior
35697	0.625	1.0	0.5	0.5	0.5	real_295	inferior
35698	0.625	1.0	0.333333	1.0	1.0	real_295	inferior
35699	0.8333333333333334	1.0	1.0	1.0	1.0	real_295	superior
35700	0.8461538461538461	0.5	0.5	0.5	0.5	real_295	superior
35704	1.0	1.0	1.0	1.0	1.0	real_295	superior
35705	1.0	1.0	1.0	1.0	1.0	real_295	superior
35706	0.8666666666666667	1.0	1.0	1.0	1.0	real_295	superior
36363	0.08	0.058824	0.0625	0.0	0.029412	real_295	inferior
37327	0.25	0.1	0.016393	0.021277	0.017544	real_295	inferior
37328	0.25	0.1	0.016129	0.027027	0.022222	real_295	inferior
37368	0.2666666666666666	0.142857	0.016129	1.0	0.2	real_295	inferior
37628	0.3333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
38492	0.3157894736842105	1.0	1.0	0.25	1.0	real_295	inferior
38612	0.8181818181818182	1.0	1.0	0.25	1.0	real_295	superior
39016	0.8	0.5	1.0	1.0	1.0	real_295	superior
39234	0.7272727272727273	1.0	0.333333	0.5	0.5	real_295	inferior
39408	0.1304347826086956	1.0	1.0	0.25	1.0	real_295	inferior
39524	0.7493506493506494	0.833333	0.833333	1.0	1.0	real_295	inferior
39652	0.7272727272727273	1.0	0.333333	0.5	0.5	real_295	inferior
40372	0.3333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
40451	0.1428571428571428	0.416667	0.047379	1.0	0.196429	real_295	inferior
40839	0.125	1.0	1.0	1.0	1.0	real_295	inferior
41058	0.1785714285714285	1.0	1.0	1.0	1.0	real_295	inferior
41106	0.1851851851851851	1.0	1.0	1.0	1.0	real_295	inferior
41215	0.2608695652173913	1.0	1.0	1.0	1.0	real_295	inferior
41222	0.9285714285714286	1.0	1.0	1.0	1.0	real_295	superior
41249	0.4166666666666667	1.0	1.0	1.0	1.0	real_295	inferior
