description	codigo_295	codigo_4851	source	topic
OPERADOR DE BATE-ESTACAS (MENSALISTA)	123279	40980	both	26
OPERADOR DE BETONEIRA (CAMINHAO) (MENSALISTA)	123281	41031	both	26
OPERADOR DE BETONEIRA ESTACIONARIA / MISTURADOR (MENSALISTA)	123283	40986	both	26
OPERADOR DE COMPRESSOR DE AR OU COMPRESSORISTA (MENSALISTA)	123285	40978	both	26
OPERADOR DE DEMARCADORA DE FAIXAS DE TRAFEGO (MENSALISTA)	123287	41043	both	26
OPERADOR DE ESCAVADEIRA (MENSALISTA)	123289	40987	both	26
OPERADOR DE GUINCHO OU GUINCHEIRO (MENSALISTA)	123291	40981	both	26
OPERADOR DE GUINDASTE (MENSALISTA)	123293	41036	both	26
OPERADOR DE JATO ABRASIVO OU JATISTA (MENSALISTA)	123295	40979	both	26
OPERADOR DE MARTELETE OU MARTELETEIRO (MENSALISTA)	123299	40982	both	26
OPERADOR DE MOTO SCRAPER (MENSALISTA)	123301	41026	both	26
OPERADOR DE MOTONIVELADORA (MENSALISTA)	123303	41024	both	26
OPERADOR DE PA CARREGADEIRA (MENSALISTA)	123305	41033	both	26
OPERADOR DE PAVIMENTADORA / MESA VIBROACABADORA (MENSALISTA)	123307	41040	both	26
OPERADOR DE ROLO COMPACTADOR (MENSALISTA)	123309	41012	both	26
OPERADOR DE USINA DE ASFALTO, DE SOLOS OU DE CONCRETO (MENSALISTA)	123313	41001	both	26
PA CARREGADEIRA SOBRE RODAS, POTENCIA LIQUIDA 128 HP, CAPACIDADE DA CACAMBA DE 1,7 A 2,8 M3, PESO OPERACIONAL MAXIMO DE 11632 KG	123316	4262	both	10
PA CARREGADEIRA SOBRE RODAS, POTENCIA LIQUIDA 197 HP, CAPACIDADE DA CACAMBA DE 2,5 A 3,5 M3, PESO OPERACIONAL MAXIMO DE 18338 KG	123317	4263	both	10
PA DE LIXO PLASTICA, CABO LONGO	123320	38402	both	6
PA QUADRADA COM CABO DE MADEIRA EM Y DE 71 CM	152270	45234	both	14
PAINEL DE LA DE VIDRO SEM REVESTIMENTO PSI 20, E = 25 MM, DE 1200 X 600 MM	123321	3412	both	17
PAINEL DE LA DE VIDRO SEM REVESTIMENTO PSI 20, E = 50 MM, DE 1200 X 600 MM	123322	3413	both	17
PAINEL DE LA DE VIDRO SEM REVESTIMENTO PSI 40, E = 25 MM, DE 1200 X 600 MM	123323	39744	both	17
PAINEL DE LA DE VIDRO SEM REVESTIMENTO PSI 40, E = 50 MM, DE 1200 X 600 MM	123324	39745	both	17
PAINEL ESTRUTURAL PARA LAJE SECA REVESTIDO EM PLACA CIMENTICIA, DE 1,20 X 2,50 M, E = 23 MM	123325	39637	both	17
PAINEL ESTRUTURAL PARA LAJE SECA REVESTIDO EM PLACA CIMENTICIA, DE 1,20 X 2,50 M, E = 40 MM	123326	39638	both	17
PAINEL TERMOISOLANTE PARA FECHAMENTOS VERTICAIS (INCLUI PARAFUSOS DE FIXACAO) REVESTIDO EM ACO GALVALUME, LARGURA UTIL DE 1100 MM, REVESTIMENTO COM ESPESSURA DE 0,50 MM, COM PRE-PINTURA NAS DUAS FACES, NUCLEO EM POLIURETANO (PUR) COM ESPESSURA 40/50 MM	123328	39517	both	61
PAINEL TERMOISOLANTE PARA FECHAMENTOS VERTICAIS (INCLUI PARAFUSOS DE FIXACAO) REVESTIDO EM ACO GALVALUME, LARGURA UTIL DE 1100 MM, REVESTIMENTO COM ESPESSURA DE 0,50 MM, COM PRE-PINTURA NAS DUAS FACES, NUCLEO EM POLIURETANO (PUR) COM ESPESSURA 70/80 MM	123329	39518	both	61
PAPEL KRAFT BETUMADO	123330	38366	both	0
PAPELEIRA DE PAREDE EM METAL CROMADO SEM TAMPA	123331	11703	both	25
PAPELEIRA PLASTICA TIPO DISPENSER PARA PAPEL HIGIENICO ROLAO	123332	37400	both	-1
PARA-RAIOS DE DISTRIBUICAO, TENSAO NOMINAL 15 KV, CORRENTE NOMINAL DE DESCARGA 5 KA	123334	4276	both	71
PARA-RAIOS DE DISTRIBUICAO, TENSAO NOMINAL 30 KV, CORRENTE NOMINAL DE DESCARGA 10 KA	123335	4273	both	71
PARA-RAIOS TIPO FRANKLIN 350 MM, EM LATAO CROMADO, DUAS DESCIDAS, PARA PROTECAO DE EDIFICACOES CONTRA DESCARGAS ATMOSFERICAS	123336	4274	both	-1
PARAFUSO CABECA TROMBETA E PONTA AGULHA (GN55), COMPRIMENTO 55 MM, EM ACO FOSFATIZADO, PARA FIXAR CHAPA DE GESSO EM PERFIL DRYWALL METALICO MAXIMO 0,7 MM	123337	39438	both	1
PARAFUSO DE ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 2,5 MM, COMPRIMENTO * 9,5 * MM	123340	4379	both	1
PARAFUSO DE ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 4,2 MM, COMPRIMENTO * 32 * MM	123341	4377	both	1
PARAFUSO DE ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 4,8 MM, COMPRIMENTO 45 MM	123342	4356	both	1
"PARAFUSO DE FERRO POLIDO, SEXTAVADO, COM ROSCA PARCIAL, DIAMETRO 5/8"", COMPRIMENTO 6"", COM PORCA E ARRUELA DE PRESSAO MEDIA"	123344	4346	both	1
PARAFUSO DE LATAO COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-10	123345	11955	both	6
PARAFUSO DE LATAO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 2,5 MM, COMPRIMENTO 12 MM	123346	11960	both	1
PARAFUSO DE LATAO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 3,2 MM, COMPRIMENTO 16 MM	123347	4333	both	1
PARAFUSO DE LATAO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 4,8 MM, COMPRIMENTO 65 MM	123348	4358	both	1
PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA AGULHA (TA), COMPRIMENTO 25 MM	123349	39435	both	1
PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA AGULHA (TA), COMPRIMENTO 35 MM	123350	39436	both	1
PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA AGULHA (TA), COMPRIMENTO 45 MM	123351	39437	both	1
PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA BROCA (TB), COMPRIMENTO 25 MM	123352	39439	both	1
PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA BROCA (TB), COMPRIMENTO 35 MM	123353	39440	both	1
PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA BROCA (TB), COMPRIMENTO 45 MM	123354	39441	both	1
PARAFUSO DRY WALL, EM ACO ZINCADO, CABECA LENTILHA E PONTA AGULHA (LA), LARGURA 4,2 MM, COMPRIMENTO 13 MM	123355	39442	both	1
PARAFUSO DRY WALL, EM ACO ZINCADO, CABECA LENTILHA E PONTA BROCA (LB), LARGURA 4,2 MM, COMPRIMENTO 13 MM	123356	39443	both	1
"PARAFUSO EM ACO GALVANIZADO, TIPO MAQUINA, SEXTAVADO, SEM PORCA, DIAMETRO 1/2"", COMPRIMENTO 2"""	123357	4329	both	1
PARAFUSO FRANCES M16 EM ACO GALVANIZADO, COMPRIMENTO = 150 MM, DIAMETRO = 16 MM, CABECA ABAULADA	123360	436	both	1
PARAFUSO FRANCES M16 EM ACO GALVANIZADO, COMPRIMENTO = 45 MM, DIAMETRO = 16 MM, CABECA ABAULADA	123361	442	both	1
PARAFUSO FRANCES METRICO ZINCADO, DIAMETRO 12 MM, COMPRIMENTO 140MM, COM PORCA SEXTAVADA E ARRUELA DE PRESSAO MEDIA	123358	4383	both	1
PARAFUSO FRANCES METRICO ZINCADO, DIAMETRO 12 MM, COMPRIMENTO 150 MM, COM PORCA SEXTAVADA E ARRUELA DE PRESSAO MEDIA	123359	4344	both	1
"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2"", COMPRIMENTO 12"", COM PORCA E ARRUELA LISA MEDIA"	123363	4335	both	1
"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2"", COMPRIMENTO 15"", COM PORCA E ARRUELA LISA MEDIA"	123364	4334	both	1
"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2"", COMPRIMENTO 4"", COM PORCA E ARRUELA"	123365	4343	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 125 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, CABECA QUADRADA	123366	430	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 150 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, CABECA QUADRADA	123367	441	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 200 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, CABECA QUADRADA	123368	431	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 250 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, CABECA QUADRADA	123369	432	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 300 MM, DIAMETRO = 16 MM, ROSCA DUPLA	123370	429	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 300 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, CABECA QUADRADA	123371	439	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 350 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, CABECA QUADRADA	123372	433	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 400 MM, DIAMETRO = 16 MM, ROSCA DUPLA	123373	437	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 450 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, CABECA QUADRADA	123374	11790	both	1
PARAFUSO M16 EM ACO GALVANIZADO, COMPRIMENTO = 500 MM, DIAMETRO = 16 MM, ROSCA MAQUINA, COM CABECA SEXTAVADA E PORCA	123375	428	both	1
"PARAFUSO NIQUELADO 3 1/2"" COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-8"	123377	4351	both	6
PARAFUSO NIQUELADO COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-10	123376	4384	both	6
PARAFUSO ZINCADO, AUTOBROCANTE, FLANGEADO, 4,2 MM X 19 MM	123395	40547	both	1
"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 1/4"", COMPRIMENTO 1/2"""	123396	11962	both	1
"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 3/8"", COMPRIMENTO 2"""	123397	4332	both	1
"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 5/8"", COMPRIMENTO 2 1/4"""	123398	4331	both	1
"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 5/8"", COMPRIMENTO 3"", COM PORCA E ARRUELA DE PRESSAO MEDIA"	123399	4336	both	1
"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA SOBERBA, DIAMETRO 5/16"", COMPRIMENTO 40 MM"	123401	11948	both	1
"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA SOBERBA, DIAMETRO 5/16"", COMPRIMENTO 80 MM"	123402	4382	both	1
"PARAFUSO ZINCADO, SEXTAVADO, GRAU 5, ROSCA INTEIRA, DIAMETRO 1 1/2"", COMPRIMENTO 4"""	123403	4354	both	1
"PARAFUSO, COMUM, ASTM A307, SEXTAVADO, DIAMETRO 1/2"" (12,7 MM), COMPRIMENTO 1"" (25,4 MM)"	123406	40549	both	1
"PARAFUSO, EM ACO ZINCADO, CABECA LENTILHA AUTOTRAVANTE DIAMETRO 5/16"" X 1"""	152281	43965	both	1
PARALELEPIPEDO GRANITICO OU BASALTICO, PARA PAVIMENTACAO, SEM FRETE (VARIACAO REGIONAL DE PECAS POR M2)	123407	4385	both	6
PASTA ABRASIVA PARA LIMPEZA DE MAOS	152282	45236	both	-1
PASTA PARA SOLDA DE TUBOS E CONEXOES DE COBRE (EMBALAGEM COM 250 G)	123409	39897	both	33
PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E PISCINA, CORES BRANCA OU FRIAS, SOLIDAS, SEM MESCLAGEM/MISTURA, ACABAMENTO LISO *2,5 X 2,5* CM	123411	4396	both	-1
PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E PISCINA, CORES BRANCA OU FRIAS, SOLIDAS, SEM MESCLAGEM/MISTURA, ACABAMENTO LISO *5 X 5* CM	123412	36881	both	-1
PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E PISCINA, CORES LISAS/SOLIDAS, QUENTES, SEM MESCLAGEM/MISTURA, *2,5 X 2,5* CM	123413	4397	both	-1
PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E PISCINA, CORES LISAS/SOLIDAS, QUENTES, SEM MESCLAGEM/MISTURA, *5 X 5* CM	123414	36882	both	-1
PASTILHEIRO (MENSALISTA)	123416	41066	both	0
PEDRA ARDOSIA, CINZA, *40 X 40* CM, E= *1 CM	123425	10731	both	2
PEDRA ARDOSIA, CINZA, 20 X 40 CM, E= *1 CM	123426	4704	both	2
PEDRA ARDOSIA, CINZA, 30 X 30, E= *1 CM	123427	10730	both	2
PEDRA BRITADA N. 0, OU PEDRISCO (4,8 A 9,5 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE	123429	4720	both	87
PEDRA BRITADA N. 1 (9,5 a 19 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE	123430	4721	both	87
PEDRA BRITADA N. 2 (19 A 38 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE	123431	4718	both	87
PEDRA BRITADA N. 3 (38 A 50 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE	123432	4722	both	87
PEDRA DE MAO OU PEDRA RACHAO PARA ARRIMO/FUNDACAO (POSTO PEDREIRA/FORNECEDOR, SEM FRETE)	123436	4730	both	-1
PEDRA GRANITICA OU BASALTICA IRREGULAR, FAIXA GRANULOMETRICA 100 A 150 MM PARA PAVIMENTACAO OU CALCAMENTO POLIEDRICO, POSTO PEDREIRA / FORNECEDOR (SEM FRETE)	123437	13186	both	122
PEDRA GRANITICA OU BASALTO, CACO, RETALHO, CAVACO, TIPO MIRACEMA, MADEIRA, PADUANA, RACHINHA, SANTA ISABEL OU OUTRAS SIMILARES, E= *1,0 A *2,0 CM	123438	10737	both	24
PEDRA GRANITICA, SERRADA, TIPO MIRACEMA, MADEIRA, PADUANA, RACHINHA, SANTA ISABEL OU OUTRAS SIMILARES, *11,5 X *23 CM, E= *1,0 A *2,0 CM	123439	10734	both	24
PEDRA PORTUGUESA OU PETIT PAVE, BRANCA OU PRETA	123440	4708	both	-1
PEDRA QUARTZITO OU CALCARIO LAMINADO, CACO, TIPO CARIRI, ITACOLOMI, LAGOA SANTA, LUMINARIA, PIRENOPOLIS, SAO TOME OU OUTRAS SIMILARES DA REGIAO, E= *1,5 A *2,5 CM	123441	4712	both	24
PEDRA QUARTZITO OU CALCARIO LAMINADO, SERRADA, TIPO CARIRI, ITACOLOMI, LAGOA SANTA, LUMINARIA, PIRENOPOLIS, SAO TOME OU OUTRAS SIMILARES DA REGIAO, *20 X *40 CM, E= *1,5 A *2,5 CM	123442	4710	both	24
PEDREIRO (MENSALISTA)	123445	41065	both	0
PEITORIL EM MARMORE, POLIDO, BRANCO COMUM, L= *15* CM, E= *2,0* CM, COM PINGADEIRA	123446	34747	both	24
PEITORIL EM MARMORE, POLIDO, BRANCO COMUM, L= *15* CM, E= *3* CM, CORTE RETO	123447	4826	both	24
PEITORIL PRE-MOLDADO EM GRANILITE, MARMORITE OU GRANITINA, L = *15* CM	123448	41975	both	24
PEITORIL/ SOLEIRA EM MARMORE, POLIDO, BRANCO COMUM, L= *25* CM, E= *3* CM, CORTE RETO	123449	4825	both	24
PELICULA REFLETIVA, GT 7 ANOS PARA SINALIZACAO VERTICAL	123450	34744	both	12
PENDURAL OU PRESILHA REGULADORA, EM ACO GALVANIZADO, COM CORPO, MOLA E REBITE, PARA PERFIL TIPO CANALETA DE ESTRUTURA EM FORROS DRYWALL	123451	39430	both	6
PENDURAL OU REGULADOR, COM MOLA, EM ACO GALVANIZADO, PARA PERFIL TIPO T CLICADO DE FORROS REMOVIVEL	123452	39573	both	6
PENEIRA ROTATIVA COM MOTOR ELETRICO TRIFASICO DE 2 CV, CILINDRO DE 1 M X 0,60 M, COM FUROS DE 3,17 MM	123453	38410	both	7
PERFIL CANALETA, FORMATO C, EM ACO ZINCADO, PARA ESTRUTURA FORRO DRYWALL, E = 0,5 MM, *46 X 18* (L X H), COMPRIMENTO 3 M	123466	39427	both	-1
PERFIL CANTONEIRA L, LISA, EM ACO, 25 X 30 MM, E = 0,5 MM, PARA ESTRUTURA DRYWALL	123467	39424	both	-1
PERFIL CANTONEIRA L, PERFURADA, EM ACO, 23 X 23 MM, E = 0,5 MM, PARA ESTRUTURA DRYWALL	123468	39425	both	-1
PERFIL CARTOLA DE ACO GALVANIZADO, *20 X 30 X 10* MM, E = 0,8 MM	123469	40664	both	-1
PERFIL DE ALUMINIO ANODIZADO	123470	34360	both	-1
PERFIL DE BORRACHA EPDM MACICO *12 X 15* MM PARA ESQUADRIAS	123471	20259	both	-1
PERFIL ELASTOMERICO PRE-FORMADO EM EPMD, PARA JUNTA DE DILATACAO DE PISOS COM POUCA SOLICITACAO, 15 MM DE LARGURA, MOVIMENTACAO DE *11 A 19* MM	123472	14077	both	108
PERFIL ELASTOMERICO PRE-FORMADO EM EPMD, PARA JUNTA DE DILATACAO DE USO GERAL EM MEDIAS SOLICITACOES, 8 MM DE LARGURA, MOVIMENTACAO DE *5 A 11* MM	123473	3678	both	108
PERFIL GUIA, FORMATO U, EM ACO ZINCADO, PARA ESTRUTURA PAREDE DRYWALL, E = 0,5 MM, 48 X 3000 MM (L X C)	123474	39418	both	-1
PERFIL GUIA, FORMATO U, EM ACO ZINCADO, PARA ESTRUTURA PAREDE DRYWALL, E = 0,5 MM, 70 X 3000 MM (L X C)	123475	39419	both	-1
PERFIL GUIA, FORMATO U, EM ACO ZINCADO, PARA ESTRUTURA PAREDE DRYWALL, E = 0,5 MM, 90 X 3000 MM (L X C)	123476	39420	both	-1
PERFIL MONTANTE, FORMATO C, EM ACO ZINCADO, PARA ESTRUTURA PAREDE DRYWALL, E = 0,5 MM, 48 X 3000 MM (L X C)	123478	39421	both	-1
PERFIL MONTANTE, FORMATO C, EM ACO ZINCADO, PARA ESTRUTURA PAREDE DRYWALL, E = 0,5 MM, 70 X 3000 MM (L X C)	123479	39422	both	-1
PERFIL MONTANTE, FORMATO C, EM ACO ZINCADO, PARA ESTRUTURA PAREDE DRYWALL, E = 0,5 MM, 90 X 3000 MM (L X C)	123480	39423	both	-1
PERFIL RODAPE DE IMPERMEABILIZACAO, FORMATO L, EM ACO ZINCADO, PARA ESTRUTURA DRYWALL, E = 0,5 MM, 220 X 3000 MM (H X C)	123481	39426	both	-1
PERFIL TABICA ABERTA, PERFURADA, FORMATO Z, EM ACO GALVANIZADO NATURAL, LARGURA APROXIMADA 40 MM, PARA ESTRUTURA FORRO DRYWALL	123482	39429	both	47
PERFIL TABICA FECHADA, LISA, FORMATO Z, EM ACO GALVANIZADO NATURAL, LARGURA TOTAL NA HORIZONTAL *40* MM, PARA ESTRUTURA FORRO DRYWALL	123483	39428	both	-1
PERFIL TIPO CANTONEIRA EM L, EM ACO GALVANIZADO, BRANCO, PARA FORRO REMOVIVEL, *23* X 3000 MM (L X C)	123484	39572	both	47
PERFIL TRAVESSA (SECUNDARIO), T CLICADO, EM ACO GALVANIZADO, BRANCO, PARA FORRO REMOVIVEL, 24 X 625 MM (L X C)	123486	39569	both	47
PERFILADO PERFURADO 19 X 38 MM, CHAPA 22	123491	39328	both	47
PERFILADO PERFURADO DUPLO 38 X 76 MM, CHAPA 22	123489	39029	both	47
PERFILADO PERFURADO SIMPLES 38 X 38 MM, CHAPA 22	123490	39028	both	47
PERFURATRIZ COM TORRE METALICA PARA EXECUCAO DE ESTACA HELICE CONTINUA, PROFUNDIDADE MAXIMA DE 30 M, DIAMETRO MAXIMO DE 800 MM, POTENCIA INSTALADA DE 268 HP, MESA ROTATIVA COM TORQUE MAXIMO DE 170 KNM	123492	38541	both	10
PERFURATRIZ COM TORRE METALICA PARA EXECUCAO DE ESTACA HELICE CONTINUA, PROFUNDIDADE MAXIMA DE 32 M, DIAMETRO MAXIMO DE 1000 MM, POTENCIA INSTALADA DE 350 HP, MESA ROTATIVA COM TORQUE MAXIMO DE 263 KNM	123493	38542	both	10
PERFURATRIZ DE COROA DIAMANTADA PARA CONCRETO, DIAMETRO ATE 250 MM, MOTOR ELETRICO 220 V, POTENCIA 2.500W	152283	45080	both	7
PERFURATRIZ HIDRAULICA COM TRADO CURTO ACOPLADO, PROFUNDIDADE MAXIMA DE 20 M, DIAMETRO MAXIMO DE 1500 MM, POTENCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MAXIMO DE 30 KNM (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)	123494	38543	both	10
PERFURATRIZ HIDRAULICA SOBRE ESTEIRA, TORQUE MAXIMO 161 KNM, PROFUNDIDADE MAXIMA 54 M, DIAMETRO MAXIMO 1500 MM, POTENCIA MOTOR 268 HP	152284	44002	both	10
PERFURATRIZ HIDRAULICA SOBRE ESTEIRA, TORQUE MAXIMO 98 KNM, PROFUNDIDADE MAXIMA 25 M, DIAMETRO MAXIMO 115 MM, POTENCIA MOTOR 190 HP	152285	43886	both	10
"PERFURATRIZ MANUAL, TORQUE MAXIMO 83 N.M, POTENCIA 5 CV, COM DIAMETRO MAXIMO 4"", PARA SOLO GRAMPEADO (INCLUI SUPORTE OU CHASSI TIPO MESA)"	123497	40791	both	10
PERFURATRIZ PARA EXECUCAO DE ESTACAS SECANTES, TIPO HELICE CONTINUA COM CABECOTE DUPLO E TUBO METALICO 300 KW	152286	44003	both	33
PERFURATRIZ PARA FURO DIRECIONAL HORIZONTAL (HDD) COM CAPACIDADE ATE 89 KN, POTENCIA 24,8 HP A 80 HP (INCLUSO FERRAMENTAS E LOCALIZADOR), PARA REDE SUBTERRANEA	152287	44548	both	79
PERFURATRIZ PARA FURO DIRECIONAL HORIZONTAL (HDD) COM CAPACIDADE DE 201 KN A 560 KN, POTENCIA 200 HP A 260 HP (INCLUSO FERRAMENTAS E LOCALIZADOR), PARA REDE SUBTERRANEA	152288	44550	both	79
PERFURATRIZ PARA FURO DIRECIONAL HORIZONTAL (HDD) COM CAPACIDADE DE 90 KN A 200 KN, POTENCIA 100 HP A 160 HP (INCLUSO FERRAMENTAS E LOCALIZADOR), PARA REDE SUBTERRANEA	152289	44549	both	79
"PERFURATRIZ SOBRE ESTEIRA, TORQUE MAXIMO 600 KGF, PESO MEDIO 1000 KG, POTENCIA 20 HP, DIAMETRO MAXIMO 10"""	123500	39012	both	10
"PERFURATRIZ SOBRE ESTEIRA, TORQUE MAXIMO DE 600 KGF, POTENCIA ENTRE 50 E 60 HP, DIAMETRO MAXIMO DE 10"""	123499	40435	both	10
PERNEIRA DE RASPA COM VELCRO	152380	45265	both	-1
PICAPE CABINE SIMPLES COM MOTOR 1.6 FLEX, CAMBIO MANUAL, POTENCIA 101/104 CV, 2 PORTAS	123501	13617	both	7
PINGADEIRA PLASTICA PARA TELHA DE FIBROCIMENTO CANALETE 49/KALHETA OU CANALETE 90/KALHETAO	123506	11091	both	51
PINO DE ACO COM ARRUELA CONICA, DIAMETRO ARRUELA = *23* MM E COMP HASTE = *27* MM (ACAO INDIRETA)	123507	37586	both	-1
PINO DE ACO COM FURO, HASTE = 27 MM (ACAO DIRETA)	123508	37395	both	-1
PINO GUIA RETO, EM LATAO, CHAPA COM 3 MM DE ESPESSURA E GUIA COM ROLETE DE 9 MM	123512	43606	both	-1
PINO ROSCA EXTERNA, EM ACO GALVANIZADO, PARA ISOLADOR DE 15KV, DIAMETRO 25 MM, COMPRIMENTO *290* MM	123513	444	both	-1
PINO ROSCA EXTERNA, EM ACO GALVANIZADO, PARA ISOLADOR DE 25KV, DIAMETRO 35MM, COMPRIMENTO *320* MM	123514	445	both	108
PINTOR (MENSALISTA)	123516	41079	both	-1
PINTOR DE LETREIROS (MENSALISTA)	123518	41082	both	-1
PINTOR PARA TINTA EPOXI (MENSALISTA)	123520	41081	both	-1
PISO DE BORRACHA CANELADO EM PLACAS 50 X 50 CM, E = *3,5* MM, PARA COLA	123521	4801	both	17
PISO DE BORRACHA ESPORTIVO EM PLACAS 50 X 50 CM, E = 15 MM, PARA ARGAMASSA, PRETO	123522	4794	both	17
PISO DE BORRACHA FRISADO OU PASTILHADO, PRETO, EM PLACAS 50 X 50 CM, E = 7 MM, PARA ARGAMASSA	123523	4796	both	17
PISO DE BORRACHA PASTILHADO EM PLACAS 50 X 50 CM, E = *3,5* MM, PARA COLA, PRETO	123524	4800	both	17
PISO DE BORRACHA PASTILHADO EM PLACAS 50 X 50 CM, E = 15 MM, PARA ARGAMASSA, PRETO	123525	4795	both	17
PISO EM GRANILITE, MARMORITE OU GRANITINA, AGREGADO COR PRETO, CINZA, PALHA OU BRANCO, E= *8* MM (INCLUSO EXECUCAO)	123530	4786	both	24
PISO EM GRANITO, POLIDO, TIPO AMENDOA/ AMARELO CAPRI/ AMARELO DOURADO CARIOCA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E= *2* CM	123531	10840	both	24
PISO EM GRANITO, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E= *2* CM	123532	10841	both	24
PISO EM GRANITO, POLIDO, TIPO PRETO SAO GABRIEL/ TIJUCA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E= *2* CM	123534	10842	both	24
PISO EM PORCELANATO, RETIFICADO, LISO, MONOCOLOR, ACETINADO OU POLIDO, FORMATO MAIOR QUE 2500 ATE 6400 CM2	152348	45190	both	24
PISO EM PORCELANATO,RETIFICADO, LISO, MONOCOLOR, ACETINADO OU POLIDO, FORMATO MAIOR QUE 6400 CM2	152349	45191	both	24
PISO EM REGUA VINILICA SEMIFLEXIVEL, ENCAIXE CLICADO, E = 4 MM (SEM COLOCACAO)	123536	38180	both	59
PISO EPOXI AUTONIVELANTE, ESPESSURA *4* MM (INCLUSO EXECUCAO)	123537	40648	both	50
PISO EPOXI MULTILAYER, ESPESSURA *2* MM (INCLUSO EXECUCAO)	123538	40649	both	50
PISO FULGET (GRANITO LAVADO) EM PLACAS DE *40 X 40* CM, E = 2,0 CM (SEM COLOCACAO)	123539	40650	both	17
PISO FULGET (GRANITO LAVADO) EM PLACAS DE *75 X 75* CM, E = 2,0 CM (SEM COLOCACAO)	123540	40651	both	-1
PISO FULGET (GRANITO LAVADO) MOLDADO IN LOCO (INCLUSO EXECUCAO)	123541	40652	both	6
