codigo	descricao
121314	"CONDULETE EM PVC, TIPO ""LL"", SEM TAMPA, DE 1"""
121315	"CONDULETE EM PVC, TIPO ""LR"", SEM TAMPA, DE 1/2"""
121316	"CONDULETE EM PVC, TIPO ""LR"", SEM TAMPA, DE 1"""
121317	"CONDULETE EM PVC, TIPO ""LR"", SEM TAMPA, DE 3/4"""
121318	"CONDULETE EM PVC, TIPO ""T"", SEM TAMPA, DE 1"""
121319	"CONDULETE EM PVC, TIPO ""T"", SEM TAMPA, DE 3/4"""
121320	"CONDULETE EM PVC, TIPO ""TB"", SEM TAMPA, DE 1/2"" OU 3/4"""
121321	"CONDULETE EM PVC, TIPO ""TB"", SEM TAMPA, DE 1"""
121322	"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 1/2"""
121323	"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 1"""
121324	"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 3/4"""
121325	CONDUTOR PLUVIAL, PVC, CIRCULAR, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PREDIAL
121326	CONE DE SINALIZACAO EM PVC FLEXIVEL, H = 70 / 76 CM (NBR 15071)
121327	CONE DE SINALIZACAO EM PVC RIGIDO COM FAIXA REFLETIVA, H = 70 / 76 CM
121328	"CONECTOR / ADAPTADOR FEMEA, COM INSERTO METALICO, PPR, DN 25 MM X 1/2"", PARA AGUA QUENTE E FRIA PREDIAL"
121329	"CONECTOR / ADAPTADOR FEMEA, COM INSERTO METALICO, PPR, DN 32 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL"
121330	"CONECTOR / ADAPTADOR MACHO, COM INSERTO METALICO, PPR, DN 25 MM X 1/2"", PARA AGUA QUENTE E FRIA PREDIAL"
121331	"CONECTOR / ADAPTADOR MACHO, COM INSERTO METALICO, PPR, DN 32 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL"
121332	"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 15 MM X 1/2"""
121333	"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 1/2"""
121334	"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 3/4"""
121335	"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 28 MM X 1/2"""
121336	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121337	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1 1/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121338	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121339	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121340	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 2 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121341	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121342	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 3/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121343	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 3"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121344	"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121345	"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1 1/2"", PARA CABOS DE DIAMETRO DE 37 A 40 MM"
121346	"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1 1/4"", PARA CABOS DE DIAMETRO DE 31 A 34 MM"
121347	"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1/2"", PARA CABOS DE DIAMETRO DE 12,5 A 15 MM"
121348	"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1"", PARA CABOS DE DIAMETRO DE 22,5 A 25 MM"
121349	"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 2"", PARA CABOS DE DIAMETRO DE 47,5 A 50 MM"
121350	"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 3/4"", PARA CABOS DE DIAMETRO DE 17,5 A 20 MM"
121351	"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 3/8"", PARA CABOS DE DIAMETRO DE 9 A 10 MM"
121352	CONECTOR FEMEA RJ - 45, CATEGORIA 5 E
121353	CONECTOR FEMEA RJ - 45, CATEGORIA 6
121354	CONECTOR MACHO RJ - 45, CATEGORIA 5 E
121355	CONECTOR MACHO RJ - 45, CATEGORIA 6
121356	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 25 MM2
121357	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 50 MM2
121358	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 70 MM2
121359	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 10 MM2
121360	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 120 MM2
121361	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 150 MM2
121362	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 16 MM2
121363	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 185 MM2
121364	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 25 MM2
121365	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 35 MM2
121366	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 50 MM2
121367	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 6 MM2
121368	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 70 MM2
121369	CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 95 MM2
121370	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121371	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1 1/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121372	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121373	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121374	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 2 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121375	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121376	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 3/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121377	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 3"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121378	"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS"
121379	"CONECTOR, CPVC, SOLDAVEL, 15 MM X 1/2"", PARA AGUA QUENTE"
121380	"CONECTOR, CPVC, SOLDAVEL, 22 MM X 1/2"", PARA AGUA QUENTE"
121381	"CONECTOR, CPVC, SOLDAVEL, 22 MM X 3/4"", PARA AGUA QUENTE"
121382	"CONECTOR, CPVC, SOLDAVEL, 28 MM X 1"", PARA AGUA QUENTE"
121383	"CONECTOR, CPVC, SOLDAVEL, 35 MM X 1 1/4"", PARA AGUA QUENTE"
121384	"CONECTOR, CPVC, SOLDAVEL, 42 MM X 1 1/2"", PARA AGUA QUENTE"
121385	"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 16 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX"
121386	"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 16 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX"
121387	"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 20 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX"
121388	"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 20 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX"
121389	"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 25 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX"
121390	"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 25 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX"
121391	"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 32 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX"
121392	"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 16 MM X 1/2"", PARA TUBO PEX"
121393	"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 20 MM X 1/2"", PARA TUBO PEX"
121394	"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 20 MM X 3/4"", PARA TUBO PEX"
121395	"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 25 MM X 1"", PARA TUBO PEX"
121396	"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 25 MM X 3/4"", PARA TUBO PEX"
121397	"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 32 MM X 1"", PARA TUBO PEX"
121398	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 16 MM X 1/2"""
121399	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 16 MM X 3/4"""
121400	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 20 MM X 1/2"""
121401	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 20 MM X 3/4"""
121402	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 25 MM X 1/2"""
121403	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 25 MM X 1"""
121404	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 25 MM X 3/4"""
121405	"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 32 MM X 1"""
121406	"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 16 MM X 1/2"""
121407	"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 16 MM X 3/4"""
121408	"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 20 MM X 1/2"""
121409	"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 20 MM X 3/4"""
121410	"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 25 MM X 1"""
121411	"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 25 MM X 3/4"""
121412	"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 32 MM X 1"""
121413	CONJ. DE FERRAGENS PARA PORTA DE VIDRO TEMPERADO, EM ZAMAC CROMADO, CONTEMPLANDO: DOBRADICA INF.; DOBRADICA SUP.; PIVO PARA DOBRADICA INF.; PIVO PARA DOBRADICA SUP.; FECHADURA CENTRAL EM ZAMC CROMADO; CONTRA FECHADURA DE PRESSAO
121414	"CONJUNTO ARRUELAS DE VEDACAO 5/16"" PARA TELHA FIBROCIMENTO (UMA ARRUELA METALICA E UMA ARRUELA PVC - CONICAS)"
121415	CONJUNTO DE FERRAGENS PIVO, PARA PORTA PIVOTANTE DE ATE 100 KG, REGULAVEL COM ESFERA , CROMADO - SUPERIOR E INFERIOR - COMPLETO
121416	CONJUNTO DE LIGACAO PARA BACIA SANITARIA AJUSTAVEL, EM PLASTICO BRANCO, COM TUBO, CANOPLA E ESPUDE
121417	CONJUNTO DE LIGACAO PARA BACIA SANITARIA EM PLASTICO BRANCO COM TUBO, CANOPLA E ANEL DE EXPANSAO (TUBO 1.1/2 '' X 20 CM)
121418	CONJUNTO MONTADO ESTOPIM COM ESPOLETA COMUM NUMERO 8, COM CABECA ACENDEDORA, 1,5 M
121419	"CONJUNTO PARA FUTSAL COM TRAVES OFICIAIS DE 3,00 X 2,00 M EM TUBO DE ACO GALVANIZADO 3"" COM REQUADRO EM TUBO DE 1"", PINTURA EM PRIMER COM TINTA ESMALTE SINTETICO E REDES DE POLIETILENO FIO 4 MM"
121420	"CONJUNTO PARA QUADRA DE VOLEI COM POSTES EM TUBO DE ACO GALVANIZADO 3"", H = *255* CM, PINTURA EM TINTA ESMALTE SINTETICO, REDE DE NYLON COM 2 MM, MALHA 10 X 10 CM E ANTENAS OFICIAIS EM FIBRA DE VIDRO"
121421	CONJUNTO PRE-MOLDADO COMPOSTO POR GRELHA (0,99 X 0,45 M), QUADRO (1,10 X 0,52 M) E CANTONEIRA (1,10 X 0,35 M), EM CONCRETO ARMADO, COM FCK DE 21 MPA
121422	CONTAINER ALMOXARIFADO, DE *2,40* X *6,00* M, PADRAO SIMPLES, SEM REVESTIMENTO E SEM DIVISORIAS INTERNOS E SEM SANITARIO, PARA USO EM CANTEIRO DE OBRAS
121423	CONTATOR TRIPOLAR, CORRENTE DE *110* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121424	CONTATOR TRIPOLAR, CORRENTE DE *185* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121425	CONTATOR TRIPOLAR, CORRENTE DE *22* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121426	CONTATOR TRIPOLAR, CORRENTE DE *265* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121427	CONTATOR TRIPOLAR, CORRENTE DE *38* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121428	CONTATOR TRIPOLAR, CORRENTE DE *500* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121429	CONTATOR TRIPOLAR, CORRENTE DE *65* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121430	CONTATOR TRIPOLAR, CORRENTE DE 12 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121431	CONTATOR TRIPOLAR, CORRENTE DE 25 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121432	CONTATOR TRIPOLAR, CORRENTE DE 250 A, TENSAO NOMINAL DE *500* V, PARA ACIONAMENTO DE CAPACITORES
121433	CONTATOR TRIPOLAR, CORRENTE DE 300 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121434	CONTATOR TRIPOLAR, CORRENTE DE 32 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121435	CONTATOR TRIPOLAR, CORRENTE DE 400 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121436	CONTATOR TRIPOLAR, CORRENTE DE 45 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121437	CONTATOR TRIPOLAR, CORRENTE DE 630 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121438	CONTATOR TRIPOLAR, CORRENTE DE 75 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121439	CONTATOR TRIPOLAR, CORRENTE DE 9 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121440	CONTATOR TRIPOLAR, CORRENTE DE 95 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3
121441	"CONTRA-PORCA SEXTAVADA, DIAMETRO NOMINAL 1 3/8"", ALTURA 35 MM"
121442	COORDENADOR / GERENTE DE OBRA
121443	COORDENADOR / GERENTE DE OBRA (MENSALISTA)
121444	CORDA DE POLIAMIDA 12 MM TIPO BOMBEIRO, PARA TRABALHO EM ALTURA
121445	CORDAO DE COBRE, FLEXIVEL, TORCIDO, CLASSE 4 OU 5, ISOLACAO EM PVC/D, 300 V, 2 CONDUTORES DE 0,5 MM2
121446	CORDAO DE COBRE, FLEXIVEL, TORCIDO, CLASSE 4 OU 5, ISOLACAO EM PVC/D, 300 V, 2 CONDUTORES DE 0,75 MM2
121447	CORDAO DE COBRE, FLEXIVEL, TORCIDO, CLASSE 4 OU 5, ISOLACAO EM PVC/D, 300 V, 2 CONDUTORES DE 1,0 MM2
121448	CORDAO DE COBRE, FLEXIVEL, TORCIDO, CLASSE 4 OU 5, ISOLACAO EM PVC/D, 300 V, 2 CONDUTORES DE 1,5 MM2
121449	CORDAO DE COBRE, FLEXIVEL, TORCIDO, CLASSE 4 OU 5, ISOLACAO EM PVC/D, 300 V, 2 CONDUTORES DE 2,5 MM2
121450	CORDAO DE COBRE, FLEXIVEL, TORCIDO, CLASSE 4 OU 5, ISOLACAO EM PVC/D, 300 V, 2 CONDUTORES DE 4 MM2
121451	CORDEL DETONANTE, NP 05 G/M
121452	CORDEL DETONANTE, NP 10 G/M
121453	"CORRENTE DE ELO CURTO COMUM, SOLDADA, GALVANIZADA, ESPESSURA DO ELO = 1/2"" (12,5 MM)"
121454	"CORTADEIRA DE PISO DE CONCRETO E ASFALTO, PARA DISCO PADRAO DE DIAMETRO 350 MM (14"") OU 450 MM (18"") , MOTOR A GASOLINA, POTENCIA 13 HP, SEM DISCO"
121455	CORTADEIRA HIDRAULICA DE VERGALHAO, PARA ACO DE DIAMETRO ATE 50 MM, MOTOR ELETRICO TRIFASICO, POTENCIA DE 5,5 HP A 7,5 HP
121456	"COTOVELO BRONZE/LATAO (REF 707-3) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 15MM X 1/2"""
121457	"COTOVELO BRONZE/LATAO (REF 707-3) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22MM X 1/2"""
121458	"COTOVELO BRONZE/LATAO (REF 707-3) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22MM X 3/4"""
121459	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 104 MM
121460	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM
121461	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM
121462	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM
121463	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 35 MM
121464	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 42 MM
121465	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 54 MM
121466	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 66 MM
121467	COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 79 MM
121468	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1"""
121469	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 3/4"""
121470	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1"""
121471	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 1/2"""
121472	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 3/4"""
121473	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 2"""
121474	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/2"""
121475	"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2"""
121476	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"""
121477	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"""
121478	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2"""
121479	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"""
121480	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"""
121481	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"""
121482	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"""
121483	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"""
121484	"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"""
121485	COTOVELO 45 GRAUS, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO
121486	COTOVELO 45 GRAUS, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO
121487	COTOVELO 45 GRAUS, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO
121488	COTOVELO 45 GRAUS, PEAD PE 100, DE 40 MM, PARA ELETROFUSAO
121489	COTOVELO 45 GRAUS, PEAD PE 100, DE 63 MM, PARA ELETROFUSAO
121490	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/2"""
121491	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/4"""
121492	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1/2"""
121493	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1"""
121494	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2 1/2"""
121495	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2"""
121496	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4"""
121497	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3"""
121498	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"""
121499	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"""
121500	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2"""
121501	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"""
121502	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"""
121503	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"""
121504	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"""
121505	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"""
121506	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"""
121507	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 5"""
121508	"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6"""
121509	COTOVELO 90 GRAUS, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO
121510	COTOVELO 90 GRAUS, PEAD PE 100, DE 20 MM, PARA ELETROFUSAO
121511	COTOVELO 90 GRAUS, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO
121512	COTOVELO 90 GRAUS, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO
121513	COTOVELO 90 GRAUS, PEAD PE 100, DE 63 MM, PARA ELETROFUSAO
121514	"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 MM X 1/2"" - LIGACAO PREDIAL DE AGUA"
121515	"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 MM X 3/4"" - LIGACAO PREDIAL DE AGUA"
121516	"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 32 MM X 1"" - LIGACAO PREDIAL DE AGUA"
121517	COTOVELO/JOELHO 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 X 20 MM - LIGACAO PREDIAL DE AGUA
121518	COTOVELO/JOELHO 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 32 X 32 MM - LIGACAO PREDIAL DE AGUA
121519	CREMONA RETANGULAR INJETADA LISA COM CHAVE, COM CASTANHA / ALCA, EM LATAO, COM ACABAMENTO CROMADO, DE SOBREPOR / EMBUTIR
121520	CREMONA RETANGULAR INJETADA LISA, COM CASTANHA / ALCA, EM LATAO, COM ACABAMENTO CROMADO, DE SOBREPOR / EMBUTIR
121521	CRUZETA DE CONCRETO LEVE, COMP. 2000 MM SECAO, 90 X 90 MM
121522	"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"""
