source	query_id	query_text	target_text	target_id
real_295	6142	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 150 DAN, TIPO D	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 150 DAN, TIPO D [SINAPI 41208]	126849
real_295	6143	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0 [SINAPI 41211]	126850
real_295	24316	Poste de Concreto- B e BT 12,00m tipo B-3,0 1500DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0 [SINAPI 41211]	126850
real_295	6144	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 3000 DAN, TIPO B-6,0	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 3000 DAN, TIPO B-6,0 [SINAPI 41213]	126851
real_295	24318	Poste de Concreto- B e BT 12,00m tipo B-6,0 ,3000DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 3000 DAN, TIPO B-6,0 [SINAPI 41213]	126851
real_295	6145	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 600 DAN, TIPO B	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 600 DAN, TIPO B [SINAPI 41209]	126852
real_295	24312	Poste de Concreto- B e BT 12,00m tipo B 600DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 600 DAN, TIPO B [SINAPI 41209]	126852
real_295	6146	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5 [SINAPI 41216]	126853
real_295	24323	Poste de Concreto- B e BT 13,00m tipo B-1,5 1000DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5 [SINAPI 41216]	126853
real_295	6147	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0 [SINAPI 41217]	126854
real_295	24325	Poste de Concreto- B e BT 13,00m tipo B-3,0 1500DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0 [SINAPI 41217]	126854
real_295	6148	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5 [SINAPI 41218]	126855
real_295	24326	Poste de Concreto- B e BT 13,00m tipo B-4,5 2000DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5 [SINAPI 41218]	126855
real_295	6149	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 300 DAN, TIPO B	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 300 DAN, TIPO B [SINAPI 41214]	126856
real_295	24319	Poste de Concreto- B e BT 13,00m tipo B 300DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 300 DAN, TIPO B [SINAPI 41214]	126856
real_295	6150	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 600 DAN, TIPO B	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 600 DAN, TIPO B [SINAPI 41215]	126857
real_295	24321	Poste de Concreto- B e BT 13,00m tipo B 600DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 600 DAN, TIPO B [SINAPI 41215]	126857
real_295	6151	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0 [SINAPI 41221]	126858
real_295	24343	Poste de Concreto- B e BT 15,00m tipo B-3,0 1500DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0 [SINAPI 41221]	126858
real_295	6152	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5 [SINAPI 41222]	126859
real_295	24344	Poste de Concreto- B e BT 15,00m tipo B-4,5 2000DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5 [SINAPI 41222]	126859
real_295	6153	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 8,00 M, RESISTENCIA DE 150 DAN, TIPO D	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 8,00 M, RESISTENCIA DE 150 DAN, TIPO D [SINAPI 41195]	126860
real_295	23626	Poste de concreto armado de seção duplo T, extensão de 8,00 m, resistência de 150 dan, tipo D	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 8,00 M, RESISTENCIA DE 150 DAN, TIPO D [SINAPI 41195]	126860
real_295	11922	Poste de concreto armado de secao duplo t, extensão de 8,00m, resistência de 150 dan tipo D	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 8,00 M, RESISTENCIA DE 150 DAN, TIPO D [SINAPI 41195]	126860
real_295	6154	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5 [SINAPI 41198]	126861
real_295	24287	Poste de Concreto- B e BT 9,00m tipo B-1,5 1000DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5 [SINAPI 41198]	126861
real_295	6155	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D [SINAPI 41196]	126862
real_295	13500	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSÃO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D [SINAPI 41196]	126862
real_295	6156	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 600 DAN, TIPO B	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 600 DAN, TIPO B [SINAPI 41197]	126863
real_295	24285	Poste de Concreto- B e BT 9,00m tipo B 600DaN	POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 600 DAN, TIPO B [SINAPI 41197]	126863
real_295	6157	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 10 METROS LIVRES	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 10 METROS LIVRES [SINAPI 41457]	126864
real_295	6158	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 12 METROS LIVRES	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 12 METROS LIVRES [SINAPI 41458]	126865
real_295	21414	Poste metálico poligonal, engastado, altura 12m	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 12 METROS LIVRES [SINAPI 41458]	126865
real_295	18956	Poste telecônico reto de 12 m com suporte de fixação para luminárias	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 12 METROS LIVRES [SINAPI 41458]	126865
real_295	6159	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES [SINAPI 41459]	126866
real_295	21415	Poste metálico poligonal, engastado, altura 15m	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES [SINAPI 41459]	126866
real_295	10242	poste 15 metros	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES [SINAPI 41459]	126866
real_295	8180	Poste Reto Cônico de aço altura 15m com cruzeta para 2 luminárias	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES [SINAPI 41459]	126866
real_295	8179	Poste Reto Cônico de aço altura 15m para 1 luminária Led	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES [SINAPI 41459]	126866
real_295	6160	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 20 METROS LIVRES	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 20 METROS LIVRES [SINAPI 41461]	126867
real_295	17084	POSTE TELESCÓPICO AUTO SUPORTADO PARA SPDA 20 METROS	POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 20 METROS LIVRES [SINAPI 41461]	126867
real_295	4196	POZOLANA DE CLASSE C	POZOLANA DE CLASSE C [SINAPI 44537]	126868
real_295	6161	POZOLANA DE CLASSE C	POZOLANA DE CLASSE C [SINAPI 44537]	126868
real_295	4196	POZOLANA DE CLASSE C	POZOLANA DE CLASSE C [SINAPI 44537]	126868
real_295	6162	PRIMER DE POLIURETANO	PRIMER DE POLIURETANO [SINAPI 44074]	126869
real_295	6163	PRIMER EPOXI / EPOXIDICO	PRIMER EPOXI / EPOXIDICO [SINAPI 44072]	126870
real_295	4226	PRIMER EPOXI	PRIMER EPOXI / EPOXIDICO [SINAPI 44072]	126870
real_295	6164	RASTELEIRO HORISTA	RASTELEIRO HORISTA [SINAPI 44502]	126871
real_295	6165	"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1 "" ( DIAMETRO X ALTURA)"	"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1 "" ( DIAMETRO X ALTURA) [SINAPI 44530]"	126872
real_295	4310	"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1 "" (DIAMETRO X ALTURA)"	"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1 "" ( DIAMETRO X ALTURA) [SINAPI 44530]"	126872
real_295	35436	"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1"" (DIAMETRO X ESPESSURA)"	"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1 "" ( DIAMETRO X ALTURA) [SINAPI 44530]"	126872
real_295	6166	SERVICO DE BOMBEAMENTO DE CONCRETO COM CONSUMO MINIMO DE 40 M3	SERVICO DE BOMBEAMENTO DE CONCRETO COM CONSUMO MINIMO DE 40 M3 [SINAPI 44535]	126873
real_295	4478	SERVICO DE BOMBEAMENTO DE CONCRETO COM CONSUMO MINIMO DE 40 M3	SERVICO DE BOMBEAMENTO DE CONCRETO COM CONSUMO MINIMO DE 40 M3 [SINAPI 44535]	126873
real_295	4488	SILICA ATIVA PARA ADICAO EM CONCRETO E ARGAMASSA	SILICA ATIVA PARA ADICAO EM CONCRETO E ARGAMASSA [SINAPI 44536]	126874
real_295	6174	SILICA ATIVA PARA ADICAO EM CONCRETO E ARGAMASSA	SILICA ATIVA PARA ADICAO EM CONCRETO E ARGAMASSA [SINAPI 44536]	126874
real_295	4488	SILICA ATIVA PARA ADICAO EM CONCRETO E ARGAMASSA	SILICA ATIVA PARA ADICAO EM CONCRETO E ARGAMASSA [SINAPI 44536]	126874
real_295	6175	"TARIFA ""A"" ENTRE 0 E 20M3 FORNECIMENTO D'AGUA"	"TARIFA ""A"" ENTRE 0 E 20M3 FORNECIMENTO D'AGUA [SINAPI 44480]"	126875
real_295	4619	"TARIFA ""A"" ENTRE 0 E 20M3 FORNECIMENTO D'AGUA"	"TARIFA ""A"" ENTRE 0 E 20M3 FORNECIMENTO D'AGUA [SINAPI 44480]"	126875
real_295	35561	"TARIFA ""A"" ENTRE 0 E 20M3 FORNECIMENTO D'AGUA"	"TARIFA ""A"" ENTRE 0 E 20M3 FORNECIMENTO D'AGUA [SINAPI 44480]"	126875
real_295	6176	TARUGO DELIMITADOR DE PROFUNDIDADE EM ESPUMA DE POLIETILENO DE BAIXA DENSIDADE 10 MM, CINZA	TARUGO DELIMITADOR DE PROFUNDIDADE EM ESPUMA DE POLIETILENO DE BAIXA DENSIDADE 10 MM, CINZA [SINAPI 44073]	126876
real_295	48269	Tarugo Branco, 10mm de espessura, baixa densidade em polietileno	TARUGO DELIMITADOR DE PROFUNDIDADE EM ESPUMA DE POLIETILENO DE BAIXA DENSIDADE 10 MM, CINZA [SINAPI 44073]	126876
real_295	4856	TELA DE ANIAGEM (JUTA)	TELA DE ANIAGEM ( JUTA) [SINAPI 44529]	126877
real_295	6177	TELA DE ANIAGEM ( JUTA)	TELA DE ANIAGEM ( JUTA) [SINAPI 44529]	126877
real_295	10240	tela de aniagem	TELA DE ANIAGEM ( JUTA) [SINAPI 44529]	126877
real_295	4856	TELA DE ANIAGEM (JUTA)	TELA DE ANIAGEM ( JUTA) [SINAPI 44529]	126877
real_295	6178	TINTA LATEX ACRILICA SUPER PREMIUM, COR BRANCO FOSCO	TINTA LATEX ACRILICA SUPER PREMIUM, COR BRANCO FOSCO [SINAPI 43624]	126878
real_295	6910	Tinta acrílica branco fosco	TINTA LATEX ACRILICA SUPER PREMIUM, COR BRANCO FOSCO [SINAPI 43624]	126878
real_295	6908	Tinta acrílica branco fosco	TINTA LATEX ACRILICA SUPER PREMIUM, COR BRANCO FOSCO [SINAPI 43624]	126878
real_295	6912	Tinta acrílica branco fosco	TINTA LATEX ACRILICA SUPER PREMIUM, COR BRANCO FOSCO [SINAPI 43624]	126878
real_295	6179	TORNEIRA CROMADA DE MESA PARA LAVATORIO, MISTURADOR MONOCOMANDO, BICA BAIXA (REF 2875)	TORNEIRA CROMADA DE MESA PARA LAVATORIO, MISTURADOR MONOCOMANDO, BICA BAIXA (REF 2875) [SINAPI 44045]	126879
real_295	3646	MISTURADOR CROMADO DE MESA BICA BAIXA PARA LAVATORIO (REF 1875)	TORNEIRA CROMADA DE MESA PARA LAVATORIO, MISTURADOR MONOCOMANDO, BICA BAIXA (REF 2875) [SINAPI 44045]	126879
real_295	5022	TORNEIRA CROMADA DE MESA PARA LAVATORIO, BICA ALTA (REF 1195)	TORNEIRA CROMADA DE MESA PARA LAVATORIO, MISTURADOR MONOCOMANDO, BICA BAIXA (REF 2875) [SINAPI 44045]	126879
real_295	6180	TORNEIRA DE MESA CROMADA PARA LAVATORIO COM SENSOR DE APROXIMACAO ELETRICO, BIVOLT	TORNEIRA DE MESA CROMADA PARA LAVATORIO COM SENSOR DE APROXIMACAO ELETRICO, BIVOLT [SINAPI 39702]	126880
real_295	6179	TORNEIRA CROMADA DE MESA PARA LAVATORIO, MISTURADOR MONOCOMANDO, BICA BAIXA (REF 2875)	TORNEIRA DE MESA CROMADA PARA LAVATORIO COM SENSOR DE APROXIMACAO ELETRICO, BIVOLT [SINAPI 39702]	126880
real_295	5020	TORNEIRA CROMADA DE MESA PARA LAVATORIO COM SENSOR DE PRESENCA	TORNEIRA DE MESA CROMADA PARA LAVATORIO COM SENSOR DE APROXIMACAO ELETRICO, BIVOLT [SINAPI 39702]	126880
real_295	6181	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44543]	126881
real_295	5287	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44543]	126881
real_295	35637	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, (SDR 26 - PN 05) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44543]	126881
real_295	6182	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44526]	126882
real_295	48551	TUBO POLIETILENO PE-80, DE = 110 MM X 10,0 MM PAREDE	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44526]	126882
real_295	6183	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44518]	126883
real_295	5289	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44518]	126883
real_295	6184	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44544]	126884
real_295	5290	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44544]	126884
real_295	6185	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44545]	126885
real_295	35639	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44545]	126885
real_295	48550	TUBO POLIETILENO PE-80, DE = 160 MM X 14,6 MM PAREDE	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44545]	126885
real_295	6186	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44546]	126886
real_295	5292	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44546]	126886
real_295	6187	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44525]	126887
real_295	5293	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44525]	126887
real_295	35640	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, (SDR 26 - PN 05) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44525]	126887
real_295	6188	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44547]	126888
real_295	5294	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44547]	126888
real_295	35641	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44547]	126888
real_295	6189	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44519]	126889
real_295	5295	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561) [SINAPI 44519]	126889
